user_id,order_id,order_date,amount
LE-16810,CA-2018-108329,2018-09-12,444.768
JH-15985,CA-2018-135860,2018-01-12,83.92
JH-15985,CA-2018-135860,2018-01-12,131.98
JH-15985,CA-2018-135860,2018-01-12,15.92
JH-15985,CA-2018-135860,2018-01-12,52.29
JH-15985,CA-2018-135860,2018-01-12,91.99
MS-17980,CA-2016-101007,2016-09-02,20.8
VW-21775,CA-2016-146262,2016-02-01,23.68
VW-21775,CA-2016-146262,2016-02-01,452.45
VW-21775,CA-2016-146262,2016-02-01,62.982
VW-21775,CA-2016-146262,2016-02-01,1188.0
VW-21775,CA-2016-146262,2016-02-01,89.584
DS-13180,CA-2016-163055,2016-09-08,2.2
DS-13180,CA-2016-163055,2016-09-08,622.45
DS-13180,CA-2016-163055,2016-09-08,21.98
CS-12400,US-2018-100930,2018-07-04,233.86
CS-12400,US-2018-100930,2018-07-04,620.6145
CS-12400,US-2018-100930,2018-07-04,5.328
CS-12400,US-2018-100930,2018-07-04,258.072
CS-12400,US-2018-100930,2018-07-04,617.976
DB-13120,CA-2018-160514,2018-12-11,10.56
KL-16645,CA-2017-157749,2017-04-06,25.92
KL-16645,CA-2017-157749,2017-04-06,419.68
KL-16645,CA-2017-157749,2017-04-06,11.688
KL-16645,CA-2017-157749,2017-04-06,31.984
KL-16645,CA-2017-157749,2017-04-06,177.225
KL-16645,CA-2017-157749,2017-04-06,4.044
KL-16645,CA-2017-157749,2017-04-06,7.408
DW-13480,CA-2015-131926,2015-01-06,2001.86
DW-13480,CA-2015-131926,2015-01-06,166.72
DW-13480,CA-2015-131926,2015-01-06,47.88
DW-13480,CA-2015-131926,2015-01-06,1503.25
DW-13480,CA-2015-131926,2015-01-06,25.92
LH-17155,CA-2017-154739,2017-10-12,321.568
KC-16540,CA-2017-145625,2017-11-09,7.61
KC-16540,CA-2017-145625,2017-11-09,3347.37
DL-13315,CA-2017-146941,2017-10-12,80.58
DL-13315,CA-2017-146941,2017-10-12,361.92
CC-12670,CA-2018-163139,2018-01-12,20.37
CC-12670,CA-2018-163139,2018-01-12,221.55
CC-12670,CA-2018-163139,2018-01-12,17.52
Dl-13600,US-2018-155299,2018-08-06,1.624
RC-19825,CA-2017-125318,2017-06-06,328.224
AH-10210,CA-2016-155040,2016-10-11,79.9
CA-12310,US-2018-145366,2018-09-12,37.208
CA-12310,US-2018-145366,2018-09-12,57.576
JO-15280,CA-2016-130890,2016-02-11,1038.84
AS-10225,CA-2016-144253,2016-04-05,26.8
CR-12625,CA-2015-111003,2015-01-06,45.48
CR-12625,CA-2015-111003,2015-01-06,289.2
BP-11185,CA-2017-142902,2017-12-09,15.136
BP-11185,CA-2017-142902,2017-12-09,466.768
BP-11185,CA-2017-142902,2017-12-09,15.232
BP-11185,CA-2017-142902,2017-12-09,6.264
AG-10525,CA-2015-167850,2015-09-08,178.384
AG-10525,CA-2015-167850,2015-09-08,15.552
NM-18445,CA-2015-164973,2015-04-11,135.882
NM-18445,CA-2015-164973,2015-04-11,3991.98
NM-18445,CA-2015-164973,2015-04-11,275.94
NM-18445,CA-2015-164973,2015-04-11,360.0
NM-18445,CA-2015-164973,2015-04-11,43.57
DJ-13510,CA-2018-153339,2018-03-11,15.992
DB-13615,CA-2016-137946,2016-01-09,4.752
DB-13615,CA-2016-137946,2016-01-09,959.984
DB-13615,CA-2016-137946,2016-01-09,14.368
AC-10420,CA-2015-129924,2015-12-07,7.712
AC-10420,CA-2015-129924,2015-12-07,698.352
TD-20995,CA-2018-134306,2018-08-07,7.56
TD-20995,CA-2018-134306,2018-08-07,24.56
TD-20995,CA-2018-134306,2018-08-07,12.96
AB-10060,CA-2017-129714,2017-01-09,6.79
AB-10060,CA-2017-129714,2017-01-09,24.56
AB-10060,CA-2017-129714,2017-01-09,3.048
AB-10060,CA-2017-129714,2017-01-09,49.12
AB-10060,CA-2017-129714,2017-01-09,4355.168
JL-15505,CA-2017-138520,2017-08-04,388.704
JL-15505,CA-2017-138520,2017-08-04,8.26
JL-15505,CA-2017-138520,2017-08-04,17.04
JL-15505,CA-2017-138520,2017-08-04,34.4
VB-21745,CA-2018-155698,2018-08-03,647.84
VB-21745,CA-2018-155698,2018-08-03,20.7
DK-13225,CA-2016-122756,2016-03-12,482.34
DK-13225,CA-2016-122756,2016-03-12,2.96
MV-18190,CA-2018-101798,2018-11-12,23.36
MV-18190,CA-2018-101798,2018-11-12,39.98
BP-11095,US-2015-134971,2015-07-06,12.462
AG-10675,CA-2017-108987,2017-08-09,35.952
AG-10675,CA-2017-108987,2017-08-09,2396.2656
AG-10675,CA-2017-108987,2017-08-09,131.136
AG-10675,CA-2017-108987,2017-08-09,57.584
KH-16510,CA-2018-117457,2018-08-12,179.95
KH-16510,CA-2018-117457,2018-08-12,1199.976
KH-16510,CA-2018-117457,2018-08-12,27.15
KH-16510,CA-2018-117457,2018-08-12,1004.024
KH-16510,CA-2018-117457,2018-08-12,9.68
KH-16510,CA-2018-117457,2018-08-12,28.35
KH-16510,CA-2018-117457,2018-08-12,55.98
KH-16510,CA-2018-117457,2018-08-12,1336.829
KH-16510,CA-2018-117457,2018-08-12,113.568
KC-16675,CA-2018-142636,2018-03-11,139.86
KC-16675,CA-2018-142636,2018-03-11,307.136
VB-21745,CA-2018-154816,2018-06-11,5.78
SP-20860,CA-2018-110478,2018-04-03,9.32
SP-20860,CA-2018-110478,2018-04-03,15.25
SD-20485,CA-2015-101476,2015-12-09,69.99
KH-16630,CA-2018-152275,2018-01-10,6.672
DB-13060,CA-2017-127369,2017-06-06,714.3
PO-19180,CA-2017-147375,2017-12-06,1007.979
PO-19180,CA-2017-147375,2017-12-06,313.488
PK-19075,CA-2017-115756,2017-05-09,12.22
PK-19075,CA-2017-115756,2017-05-09,194.94
PK-19075,CA-2017-115756,2017-05-09,70.95
PK-19075,CA-2017-115756,2017-05-09,91.36
PK-19075,CA-2017-115756,2017-05-09,242.94
PK-19075,CA-2017-115756,2017-05-09,22.05
RB-19360,CA-2017-166674,2017-01-04,59.52
RB-19360,CA-2017-166674,2017-01-04,161.94
RB-19360,CA-2017-166674,2017-01-04,263.88
RB-19360,CA-2017-166674,2017-01-04,30.48
RB-19360,CA-2017-166674,2017-01-04,9.84
RB-19360,CA-2017-166674,2017-01-04,35.12
SC-20095,US-2015-110674,2015-12-02,129.568
JP-15520,CA-2015-144666,2015-09-11,340.92
JP-15520,CA-2015-144666,2015-09-11,222.666
JP-15520,CA-2015-144666,2015-09-11,703.968
JP-15520,CA-2015-144666,2015-09-11,92.52
JP-15520,CA-2015-144666,2015-09-11,62.65
JP-15520,CA-2015-144666,2015-09-11,94.85
KH-16690,CA-2017-103891,2017-12-07,95.76
XP-21865,CA-2015-134677,2015-06-10,9.09
MT-18070,CA-2018-140963,2018-10-06,29.6
MT-18070,CA-2018-140963,2018-10-06,514.165
MT-18070,CA-2018-140963,2018-10-06,279.96
CW-11905,CA-2015-133753,2015-09-06,7.992
CW-11905,CA-2015-133753,2015-09-06,63.984
CW-11905,CA-2015-133753,2015-09-06,70.368
SS-20590,CA-2017-169166,2017-09-05,93.98
EB-13705,CA-2018-134978,2018-12-11,15.92
MG-18145,US-2016-138303,2016-03-09,36.336
MG-18145,US-2016-138303,2016-03-09,666.248
MG-18145,US-2016-138303,2016-03-09,52.512
KB-16240,CA-2016-102848,2016-07-11,190.72
JC-15340,US-2018-129441,2018-07-09,47.94
AA-10375,CA-2017-126613,2017-10-07,16.768
EP-13915,US-2018-122637,2018-03-09,42.616
MP-17470,CA-2016-147851,2016-03-12,10.752
DK-12985,CA-2016-134894,2016-07-12,152.94
DK-12985,CA-2016-134894,2016-07-12,283.92
BD-11500,CA-2015-140795,2015-01-02,468.9
PG-18895,CA-2015-103849,2015-11-05,58.112
PG-18895,CA-2015-103849,2015-11-05,100.792
PG-18895,CA-2015-103849,2015-11-05,66.112
RC-19960,CA-2018-112774,2018-11-09,34.504
AJ-10945,CA-2015-155852,2015-03-03,19.456
OT-18730,CA-2017-113243,2017-10-06,20.7
OT-18730,CA-2017-113243,2017-10-06,1335.68
OT-18730,CA-2017-113243,2017-10-06,32.4
JF-15490,CA-2016-130736,2016-07-12,3.96
JF-15490,CA-2016-130736,2016-07-12,2.61
FP-14320,CA-2018-137099,2018-07-12,374.376
EB-13840,CA-2018-156951,2018-01-10,91.84
EB-13840,CA-2018-156951,2018-01-10,81.088
EB-13840,CA-2018-156951,2018-01-10,19.44
EB-13840,CA-2018-156951,2018-01-10,451.152
SF-20200,CA-2017-127250,2017-03-11,8.82
CC-12145,CA-2016-132906,2016-10-09,51.52
DV-13465,CA-2018-145233,2018-01-12,470.376
DV-13465,CA-2018-145233,2018-01-12,105.584
DV-13465,CA-2018-145233,2018-01-12,31.152
DV-13465,CA-2018-145233,2018-01-12,6.783
DV-13465,CA-2018-145233,2018-01-12,406.368
BD-11725,CA-2016-128139,2016-03-07,70.98
BD-11725,CA-2016-128139,2016-03-07,294.93
MS-17830,CA-2015-135405,2015-09-01,9.344
MS-17830,CA-2015-135405,2015-09-01,31.2
LR-16915,CA-2015-131450,2015-08-08,76.12
LR-16915,CA-2015-131450,2015-08-08,1199.976
LR-16915,CA-2015-131450,2015-08-08,445.96
LR-16915,CA-2015-131450,2015-08-08,327.76
GD-14590,CA-2017-121223,2017-11-09,8.448
GD-14590,CA-2017-121223,2017-11-09,728.946
FM-14380,US-2017-135720,2017-11-12,243.384
FM-14380,US-2017-135720,2017-11-12,119.8
FM-14380,US-2017-135720,2017-11-12,300.768
DJ-13420,CA-2016-168004,2016-04-10,392.94
SC-20305,CA-2018-106103,2018-10-06,132.52
BB-10990,CA-2017-103947,2017-01-04,31.56
BB-10990,CA-2017-103947,2017-01-04,30.144
AR-10825,CA-2017-160745,2017-11-12,14.8
AR-10825,CA-2017-160745,2017-11-12,302.376
AR-10825,CA-2017-160745,2017-11-12,316.0
RC-19825,CA-2017-143308,2017-04-11,10.74
TH-21235,CA-2018-132682,2018-08-06,23.76
TH-21235,CA-2018-132682,2018-08-06,85.056
TH-21235,CA-2018-132682,2018-08-06,381.576
MO-17800,US-2018-106663,2018-09-06,23.976
MO-17800,US-2018-106663,2018-09-06,108.925
MO-17800,US-2018-106663,2018-09-06,36.352
RB-19570,CA-2018-130351,2018-05-12,61.44
RB-19570,CA-2018-130351,2018-05-12,38.9
RB-19570,CA-2018-130351,2018-05-12,99.39
GT-14635,US-2018-168116,2018-04-11,7999.98
GT-14635,US-2018-168116,2018-04-11,167.44
MC-17845,CA-2015-157784,2015-05-07,479.97
MC-17845,CA-2015-157784,2015-05-07,14.62
MC-17845,CA-2015-157784,2015-05-07,19.44
Dl-13600,CA-2018-114552,2018-02-09,15.072
AS-10285,CA-2017-163755,2017-04-11,209.88
JK-15370,CA-2016-142027,2016-09-04,369.912
BN-11470,CA-2015-138527,2015-12-09,10.368
BN-11470,CA-2015-138527,2015-12-09,166.84
BN-11470,CA-2015-138527,2015-12-09,15.216
DP-13165,CA-2015-112158,2015-02-12,119.96
DP-13165,CA-2015-112158,2015-02-12,883.92
DP-13165,CA-2015-112158,2015-02-12,46.72
TH-21550,CA-2015-113887,2015-05-04,55.48
AP-10915,CA-2018-146136,2018-03-09,24.448
Dl-13600,CA-2015-153150,2015-01-07,19.92
SV-20365,CA-2015-130092,2015-11-01,9.94
CK-12325,CA-2015-104472,2015-02-06,59.808
CK-12325,CA-2015-104472,2015-02-06,73.32
MR-17545,CA-2015-117429,2015-07-10,129.92
SC-20695,CA-2017-114713,2017-07-07,45.584
EG-13900,US-2017-150861,2017-03-12,182.72
EG-13900,US-2017-150861,2017-03-12,400.032
EG-13900,US-2017-150861,2017-03-12,33.63
EG-13900,US-2017-150861,2017-03-12,542.646
EG-13900,US-2017-150861,2017-03-12,6.3
GZ-14470,CA-2015-132500,2015-08-09,49.98
PO-19195,CA-2015-112326,2015-04-01,11.784
PO-19195,CA-2015-112326,2015-04-01,272.736
PO-19195,CA-2015-112326,2015-04-01,3.54
RF-19735,CA-2018-126074,2018-02-10,58.05
RF-19735,CA-2018-126074,2018-02-10,157.74
RF-19735,CA-2018-126074,2018-02-10,56.98
RF-19735,CA-2018-126074,2018-02-10,2.88
YC-21895,CA-2017-110499,2017-07-04,1199.976
MS-17830,CA-2016-135272,2016-07-12,79.92
JC-16105,CA-2018-126046,2018-03-11,12.39
LH-17020,CA-2016-114923,2016-08-02,107.982
BM-11785,US-2016-157014,2016-03-10,32.07
BM-11785,US-2016-157014,2016-03-10,24.0
BM-11785,US-2016-157014,2016-03-10,35.49
BM-11785,US-2016-157014,2016-03-10,47.984
LT-17110,CA-2016-154620,2016-12-12,348.928
MC-18130,CA-2017-115504,2017-12-03,12.96
RA-19915,CA-2015-134313,2015-01-11,43.176
RA-19915,CA-2015-134313,2015-01-11,1983.968
AA-10375,CA-2016-140921,2016-03-02,28.4
AA-10375,CA-2016-140921,2016-03-02,149.97
PG-18820,US-2015-102071,2015-09-05,67.8
PG-18820,US-2015-102071,2015-09-05,167.97
LH-17020,US-2015-115987,2015-08-09,51.184
JL-15175,US-2018-156083,2018-04-11,9.664
EB-13705,US-2017-137547,2017-07-03,21.072
EM-14095,CA-2017-161669,2017-07-11,37.44
EM-14095,CA-2017-161669,2017-07-11,26.976
EM-14095,CA-2017-161669,2017-07-11,11.36
EM-14095,CA-2017-161669,2017-07-11,14.62
GA-14725,CA-2018-107503,2018-01-01,48.896
CK-12760,CA-2015-107755,2015-07-02,115.36
BK-11260,CA-2015-125612,2015-03-08,39.96
BK-11260,CA-2015-125612,2015-03-08,102.3
BK-11260,CA-2015-125612,2015-03-08,21.36
SJ-20125,CA-2018-161984,2018-10-04,7.61
SJ-20125,CA-2018-161984,2018-10-04,7.16
CM-12445,CA-2015-133851,2015-09-06,7.36
CM-12445,CA-2015-133851,2015-09-06,23.1
AJ-10795,CA-2017-134474,2017-05-01,191.472
AJ-10795,CA-2017-134474,2017-05-01,5.248
AJ-10795,CA-2017-134474,2017-05-01,59.184
AJ-10780,CA-2015-149020,2015-10-01,2.89
AJ-10780,CA-2015-149020,2015-10-01,51.94
GP-14740,CA-2015-136742,2015-06-04,44.91
PK-18910,CA-2017-158099,2017-03-09,1141.47
PK-18910,CA-2017-158099,2017-03-09,280.782
SM-20005,CA-2015-148488,2015-10-12,11.36
SM-20005,CA-2015-148488,2015-10-12,106.344
DK-13090,CA-2016-129098,2016-09-10,30.84
CK-12760,CA-2015-104976,2015-09-12,34.68
PC-18745,CA-2017-105494,2017-10-11,155.82
PC-18745,CA-2017-105494,2017-10-11,70.008
HL-15040,CA-2017-140634,2017-03-10,15.648
MS-17365,CA-2015-144407,2015-09-09,103.6
JR-16210,US-2017-114622,2017-10-04,8.904
TD-20995,CA-2018-150959,2018-11-11,10.44
TD-20995,CA-2018-150959,2018-11-11,18.336
LC-17140,CA-2017-130477,2017-08-04,20.04
LC-17140,CA-2017-130477,2017-08-04,64.96
LC-17140,CA-2017-130477,2017-08-04,12.96
BE-11335,CA-2018-137596,2018-02-09,1199.8
BE-11335,CA-2018-137596,2018-02-09,1928.78
BE-11335,CA-2018-137596,2018-02-09,352.38
RW-19630,CA-2017-165218,2017-05-03,149.352
RW-19630,CA-2017-165218,2017-05-03,12.992
RC-19825,CA-2015-138296,2015-05-12,24.56
SE-20110,CA-2016-111164,2016-11-04,85.14
SE-20110,CA-2016-111164,2016-11-04,21.99
SE-20110,CA-2016-111164,2016-11-04,406.6
JJ-15760,CA-2016-115091,2016-05-10,46.2
JJ-15760,CA-2016-115091,2016-05-10,28.84
RK-19300,CA-2018-114216,2018-02-09,12.192
RA-19885,US-2018-111745,2018-05-11,159.99
KH-16360,CA-2018-131156,2018-03-04,25.472
CV-12805,CA-2017-120859,2017-01-09,21.88
BS-11800,CA-2018-135279,2018-09-04,9.82
BS-11800,CA-2018-135279,2018-09-04,35.97
BS-11800,CA-2018-135279,2018-09-04,12.96
BS-11800,CA-2018-135279,2018-09-04,191.6
BS-11800,CA-2018-135279,2018-09-04,8.64
BS-11800,CA-2018-135279,2018-09-04,501.81
PO-19195,US-2018-103247,2018-05-10,160.93
PO-19195,US-2018-103247,2018-05-10,75.792
TD-20995,US-2018-100209,2018-09-07,1.08
BW-11110,CA-2018-159366,2018-07-01,3059.982
KB-16600,CA-2016-157035,2016-09-12,34.02
EB-13870,CA-2017-144939,2017-03-10,599.292
TZ-21580,CA-2015-163419,2015-11-11,3.392
TZ-21580,CA-2015-163419,2015-11-11,559.984
TZ-21580,CA-2015-163419,2015-11-11,603.92
TS-21340,CA-2016-146829,2016-10-03,1.112
TS-21610,CA-2017-110023,2017-09-09,14.624
MT-17815,CA-2016-105312,2016-06-11,7.08
MT-17815,CA-2016-105312,2016-06-11,4.401
AT-10735,CA-2018-135034,2018-01-08,95.984
KM-16225,CA-2016-108665,2016-06-07,13.96
KM-16225,CA-2016-108665,2016-06-07,155.82
KM-16225,CA-2016-108665,2016-06-07,124.95
KM-16225,CA-2016-108665,2016-06-07,601.65
DE-13255,CA-2017-126529,2017-11-01,15.552
DE-13255,CA-2017-126529,2017-11-01,63.312
DE-13255,CA-2017-126529,2017-11-01,15.588
LA-16780,CA-2015-163552,2015-11-07,177.2
LA-16780,CA-2015-163552,2015-11-07,197.97
LA-16780,CA-2015-163552,2015-11-07,854.94
LA-16780,CA-2015-163552,2015-11-07,124.11
LA-16780,CA-2015-163552,2015-11-07,14.4
MO-17500,CA-2017-102981,2017-06-09,31.86
MO-17500,CA-2017-102981,2017-06-09,722.352
NS-18640,CA-2018-115651,2018-09-07,8.84
NS-18640,CA-2018-115651,2018-09-07,58.464
SN-20710,CA-2018-152702,2018-12-10,254.604
ZC-21910,CA-2017-169103,2017-08-03,1363.96
ZC-21910,CA-2017-169103,2017-08-03,102.36
DG-13300,US-2016-153500,2016-03-07,168.464
DG-13300,US-2016-153500,2016-03-07,6.72
DG-13300,US-2016-153500,2016-03-07,282.888
NF-18595,CA-2016-110667,2016-04-04,11.16
NF-18595,CA-2016-110667,2016-04-04,108.4
NF-18595,CA-2016-110667,2016-04-04,82.344
NF-18595,CA-2016-110667,2016-04-04,9.088
BP-11185,CA-2018-167150,2018-10-12,19.936
BP-11185,CA-2018-167150,2018-10-12,65.568
BD-11620,CA-2017-157686,2017-01-10,194.848
MS-17710,CA-2017-134348,2017-12-11,6.27
MS-17710,CA-2017-134348,2017-12-11,4.368
MS-17710,CA-2017-134348,2017-12-11,31.984
KD-16270,US-2017-143819,2017-01-03,836.592
KD-16270,US-2017-143819,2017-01-03,26.38
KD-16270,US-2017-143819,2017-01-03,362.92
KD-16270,US-2017-143819,2017-01-03,4899.93
LC-16870,CA-2017-167584,2017-12-08,6.48
LW-16990,CA-2018-158407,2018-04-06,31.984
LW-16990,CA-2018-158407,2018-04-06,71.984
NP-18325,CA-2016-143490,2016-06-12,120.15
NP-18325,CA-2016-143490,2016-06-12,219.184
CS-12355,CA-2016-142755,2016-04-09,279.9
CS-12355,CA-2016-142755,2016-04-09,619.95
CS-12355,CA-2016-142755,2016-04-09,4.36
CS-12355,CA-2016-142755,2016-04-09,15.28
PA-19060,CA-2016-105970,2016-02-03,10.16
PA-19060,CA-2016-105970,2016-02-03,101.88
BD-11605,CA-2017-112102,2017-12-04,343.92
BD-11605,CA-2017-112102,2017-12-04,40.99
BD-11605,CA-2017-112102,2017-12-04,63.9
GG-14650,US-2017-114776,2017-06-12,19.44
JS-15940,US-2017-134908,2017-05-06,124.608
JS-15940,US-2017-134908,2017-05-06,7.56
LR-16915,US-2017-148803,2017-11-12,85.224
FH-14275,CA-2017-152170,2017-12-11,287.52
FH-14275,CA-2017-152170,2017-12-11,37.68
FH-14275,CA-2017-152170,2017-12-11,19.98
FH-14275,CA-2017-152170,2017-12-11,20.58
FH-14275,CA-2017-152170,2017-12-11,17.38
NC-18340,CA-2016-112452,2016-04-04,644.076
NC-18340,CA-2016-112452,2016-04-04,5.84
NC-18340,CA-2016-112452,2016-04-04,12.76
NC-18340,CA-2016-112452,2016-04-04,10.95
NC-18340,CA-2016-112452,2016-04-04,599.98
CB-12535,CA-2016-113971,2016-08-05,8.352
GB-14530,CA-2017-149314,2017-02-07,195.184
LT-16765,CA-2015-126522,2015-01-09,53.94
AP-10720,CA-2015-127964,2015-03-03,9.99
AP-10720,CA-2015-127964,2015-03-03,125.76
AP-10720,CA-2015-127964,2015-03-03,25.32
PM-18940,CA-2015-117709,2015-04-05,46.8
KC-16540,CA-2016-125416,2016-02-11,447.93
DL-13315,CA-2018-145226,2018-08-12,109.48
DL-13315,CA-2018-145226,2018-08-12,272.94
DL-13315,CA-2018-145226,2018-08-12,19.44
DL-13315,CA-2018-145226,2018-08-12,31.92
SW-20275,US-2015-100279,2015-10-03,22.38
JE-15745,CA-2017-113621,2017-01-12,172.5
JE-15745,CA-2017-113621,2017-01-12,179.97
ZC-21910,CA-2017-130946,2017-08-04,431.928
ZC-21910,CA-2017-130946,2017-08-04,95.984
ZC-21910,CA-2017-130946,2017-08-04,1088.792
LH-16750,CA-2018-133235,2018-01-08,271.96
SP-20620,US-2018-118087,2018-09-09,141.372
SP-20620,US-2018-118087,2018-09-09,3.036
SP-20620,US-2018-118087,2018-09-09,4.503
SP-20620,US-2018-118087,2018-09-09,4.672
SP-20620,US-2018-118087,2018-09-09,95.88
SP-20620,US-2018-118087,2018-09-09,17.024
SP-20620,US-2018-118087,2018-09-09,258.696
SP-20620,US-2018-118087,2018-09-09,1931.958
BF-11170,CA-2015-110184,2015-12-07,249.75
BF-11170,CA-2015-110184,2015-12-07,255.936
BM-11140,CA-2017-126004,2017-04-12,113.79
BM-11140,CA-2017-126004,2017-04-12,78.15
BM-11140,CA-2017-126004,2017-04-12,1.728
BM-11140,CA-2017-126004,2017-04-12,40.56
BM-11140,CA-2017-126004,2017-04-12,182.94
BM-11140,CA-2017-126004,2017-04-12,193.86
ZC-21910,CA-2018-100013,2018-06-11,15.28
ZC-21910,CA-2018-100013,2018-06-11,8.73
ZC-21910,CA-2018-100013,2018-06-11,5.68
GM-14680,CA-2015-127012,2015-11-08,12.35
GM-14680,CA-2015-127012,2015-11-08,40.97
GM-14680,CA-2015-127012,2015-11-08,22.96
NP-18700,CA-2015-168494,2015-12-12,764.688
NP-18700,CA-2015-168494,2015-12-12,3610.848
NP-18700,CA-2015-168494,2015-12-12,254.9745
IM-15070,CA-2016-154956,2016-04-07,1099.96
MH-18115,CA-2018-144638,2018-10-03,5.248
MH-18115,CA-2018-144638,2018-10-03,35.91
MH-18115,CA-2018-144638,2018-10-03,6.696
MH-18115,CA-2018-144638,2018-10-03,43.872
CS-12355,CA-2018-105053,2018-07-07,17.472
CC-12220,CA-2017-155992,2017-01-10,69.9
CC-12220,CA-2017-155992,2017-01-10,41.85
PF-19225,CA-2018-110380,2018-02-09,6.57
DC-12850,CA-2018-100426,2018-04-06,12.48
BD-11770,CA-2017-148698,2017-02-05,86.352
KC-16255,CA-2015-163293,2015-08-09,32.97
KC-16255,CA-2015-163293,2015-08-09,83.88
TR-21325,CA-2017-160815,2017-05-09,278.4
SA-20830,CA-2018-122154,2018-09-04,15.12
SA-20830,CA-2018-122154,2018-09-04,17.43
SA-20830,CA-2018-122154,2018-09-04,251.64
